Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
22,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,1,2,4,63,3,1,3,0,No,12,4,4,2,4,3,2,1,2,No,3
35,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,9,4,2,48,3,2,3,1,No,19,2,10,5,3,10,7,0,8,No,3
33,Female,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,15,2,2,95,3,2,4,0,Yes,13,1,10,6,3,9,7,8,1,No,2
32,Female,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,29,4,3,49,2,1,2,1,No,13,3,6,3,3,6,2,4,1,No,3
40,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,1,4,1,83,3,1,4,8,No,19,3,8,3,2,1,0,0,0,No,3
32,Male,Medical,Married,Sales,Sales Representative,Travel_Rarely,1,4,2,68,2,1,2,0,No,14,2,3,2,3,2,2,2,2,No,2
39,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,24,1,1,52,3,2,4,7,No,13,1,18,2,3,7,7,1,7,No,2
38,Female,Medical,Married,Research & Development,Research Director,Travel_Rarely,10,3,2,99,1,3,3,3,No,12,1,20,3,3,18,16,1,11,No,2
37,Female,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,10,3,3,42,4,3,4,1,Yes,25,1,16,2,3,16,11,6,8,No,4
25,Female,Other,Divorced,Sales,Sales Executive,Travel_Rarely,8,2,1,85,3,2,3,0,Yes,22,2,6,3,2,5,3,0,4,No,3
52,Male,Life Sciences,Divorced,Sales,Sales Representative,Non-Travel,29,4,1,40,3,1,4,2,No,15,2,16,3,2,9,8,0,0,No,3
44,Male,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,1,3,2,42,3,1,4,6,Yes,12,3,6,2,3,4,3,1,2,No,2
21,Male,Medical,Single,Sales,Sales Representative,Travel_Rarely,5,1,3,58,3,1,1,1,Yes,11,4,2,6,3,2,2,1,2,No,3
23,Male,Marketing,Married,Sales,Sales Representative,Travel_Frequently,9,3,4,33,3,1,1,1,No,19,1,1,3,2,1,0,1,0,Yes,3
36,Female,Medical,Married,Sales,Sales Executive,Travel_Rarely,3,3,1,94,2,3,4,0,No,19,3,10,2,3,9,7,3,4,No,2
36,Female,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,4,2,4,97,3,2,2,7,No,13,2,18,3,3,4,2,0,2,No,3
56,Male,Life Sciences,Divorced,Research & Development,Healthcare Representative,Non-Travel,1,4,3,57,3,2,3,1,No,21,1,13,2,2,13,12,1,9,No,4
29,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,1,4,1,36,3,1,4,9,Yes,14,2,4,3,4,2,2,2,2,Yes,2
56,Male,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,7,2,4,72,3,1,3,8,No,11,4,14,4,1,10,9,9,8,Yes,2
41,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,28,4,1,60,2,4,2,0,No,23,3,21,3,3,20,7,0,10,No,3
34,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,28,3,4,95,2,2,3,1,No,21,4,8,2,3,8,7,1,7,No,4
36,Male,Marketing,Divorced,Sales,Sales Executive,Non-Travel,15,4,4,88,1,2,4,1,No,24,1,15,4,2,15,12,11,11,No,4
41,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,3,3,3,57,2,2,2,2,No,11,3,14,5,3,5,4,0,4,No,3
32,Male,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,2,3,4,78,3,1,1,1,No,14,4,4,4,3,4,2,1,2,No,3
35,Female,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,26,4,3,31,3,3,4,1,Yes,16,3,9,2,3,9,0,1,7,No,3
38,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,10,2,1,100,3,2,4,1,No,11,3,10,1,3,10,7,1,9,No,2
50,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,2,94,3,2,3,7,No,12,4,12,3,3,6,3,0,1,Yes,4
36,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,11,4,2,100,2,2,4,4,No,13,1,8,2,2,6,3,0,0,No,3
40,Male,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,2,4,3,52,2,1,3,2,No,14,4,8,2,3,2,2,2,2,No,3
35,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Frequently,18,4,3,80,3,2,3,1,Yes,14,4,10,2,4,10,2,0,2,No,3
40,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,3,98,3,1,3,2,No,14,2,20,2,3,5,3,0,2,No,3
35,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,1,4,3,62,1,1,4,1,No,12,4,4,5,3,4,3,1,1,No,3
29,Male,Other,Married,Research & Development,Research Scientist,Travel_Rarely,13,2,4,46,2,2,2,4,Yes,13,1,10,2,3,4,3,0,3,No,3
29,Female,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,28,4,4,73,2,1,1,1,No,14,2,5,3,1,5,4,0,4,No,2
50,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,28,3,4,39,2,3,1,4,Yes,13,2,20,3,3,3,2,2,0,Yes,3
39,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,24,1,2,60,2,4,4,0,No,11,1,21,2,2,20,9,9,6,No,2
31,Male,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,5,3,2,74,3,2,1,0,No,19,2,10,2,3,9,4,1,7,No,2
26,Female,Other,Single,Sales,Sales Representative,Travel_Rarely,5,3,4,30,2,1,3,0,No,18,4,5,2,3,4,2,0,0,No,3
39,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,6,1,4,42,2,3,1,4,No,15,1,9,5,3,7,7,1,7,No,3
27,Male,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,4,3,2,87,4,2,2,1,Yes,20,2,6,0,3,6,2,0,3,No,3
49,Male,Medical,Married,Sales,Sales Executive,Travel_Frequently,2,3,4,63,2,2,2,2,No,14,4,17,3,2,9,6,0,8,No,3
34,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,8,3,2,82,4,2,3,2,No,12,1,6,3,4,4,3,1,2,No,3
41,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,2,2,94,3,2,4,8,Yes,11,1,8,0,1,6,4,0,5,Yes,2
27,Male,Medical,Married,Development,Developer,Travel_Rarely,2,1,1,40,3,1,2,9,No,12,4,6,3,3,2,2,2,2,No,2
32,Male,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,2,2,4,79,3,1,4,0,No,13,3,8,2,2,7,7,3,6,No,3
59,Female,Medical,Married,Development,Senior Developer,Travel_Rarely,3,3,3,81,4,1,1,4,Yes,20,1,12,3,2,1,0,0,0,No,4
30,Male,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,24,1,4,67,3,1,3,1,No,22,2,1,2,3,1,0,0,0,No,4
36,Male,Medical,Married,Development,Senior Developer,Travel_Rarely,27,3,3,94,3,2,3,6,No,13,2,17,3,2,7,7,7,7,No,3
35,Male,Medical,Married,Development,Developer,Travel_Rarely,16,3,1,84,4,1,2,0,No,13,3,6,5,3,5,4,0,3,No,3
31,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,26,1,1,31,3,1,3,1,No,17,4,5,1,2,5,2,4,3,No,2
34,Male,Medical,Divorced,Development,Senior Developer,Travel_Rarely,19,2,2,93,3,1,4,0,No,11,3,3,2,3,2,2,1,2,No,2
28,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,24,3,3,50,2,1,3,5,Yes,14,2,6,4,3,4,2,0,3,Yes,3
29,Female,Life Sciences,Divorced,Development,Senior Developer,Travel_Rarely,21,4,2,51,4,3,1,1,No,11,3,10,1,3,10,9,8,8,No,2
22,Male,Medical,Divorced,Development,Senior Developer,Non-Travel,16,2,4,96,4,1,4,1,Yes,13,2,1,2,2,1,0,0,0,No,3
53,Female,Life Sciences,Married,Sales,Manager,Travel_Rarely,2,4,1,78,2,4,4,2,No,16,3,31,3,3,25,8,3,7,No,2
38,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,2,3,4,45,3,1,4,5,Yes,11,3,6,3,3,3,2,1,2,No,3
24,Female,Other,Divorced,Development,Developer,Non-Travel,11,2,1,96,4,2,3,0,No,18,4,5,5,2,4,2,1,3,No,3
34,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,7,4,1,53,3,3,2,0,No,11,3,13,4,3,12,6,2,11,No,3
34,Male,Medical,Single,Development,Developer,Travel_Rarely,6,1,2,83,3,1,1,2,No,11,3,8,2,3,4,2,1,3,Yes,3
53,Female,Other,Divorced,Development,Senior Developer,Travel_Rarely,5,3,3,58,3,5,3,4,No,11,4,26,3,2,14,13,4,8,No,3
32,Female,Life Sciences,Single,Development,Senior Developer,Travel_Frequently,16,1,2,72,1,1,1,1,Yes,22,2,10,5,3,10,2,6,7,Yes,3
42,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,8,4,3,48,3,2,2,0,No,11,4,10,2,3,9,7,4,2,No,3
44,Female,Medical,Married,Development,Developer,Travel_Rarely,7,4,1,42,2,3,4,3,No,14,4,24,4,3,22,6,5,17,No,3
46,Female,Marketing,Single,Sales,Manager,Travel_Rarely,2,4,2,83,3,5,1,3,No,12,4,22,2,2,2,2,2,1,No,2
33,Male,Medical,Single,Development,Developer,Travel_Rarely,2,3,3,78,3,1,4,4,No,11,4,7,3,3,1,1,0,0,No,3
44,Male,Other,Married,Development,Technical Architect,Travel_Rarely,10,4,4,41,3,2,4,2,Yes,13,4,9,5,4,4,2,1,3,No,3
24,Male,Medical,Married,Development,Developer,Travel_Rarely,1,3,2,61,3,1,4,2,Yes,16,1,6,2,2,2,0,2,0,Yes,3
43,Female,Medical,Divorced,Development,Technical Architect,Travel_Rarely,2,2,4,72,4,1,3,1,No,12,4,6,3,2,5,3,1,4,No,3
50,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,3,2,1,86,2,1,3,1,Yes,14,3,3,2,3,3,2,0,2,Yes,3
35,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2,3,4,97,3,1,4,1,No,13,1,2,3,3,2,2,2,2,No,3
36,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,5,4,2,82,2,1,1,9,Yes,14,4,6,3,4,1,1,0,0,No,3
33,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,1,3,3,42,4,2,1,2,No,19,1,10,3,3,5,3,1,3,No,3
35,Male,Other,Divorced,Development,Developer,Travel_Rarely,4,2,3,75,3,1,4,1,No,12,3,1,3,3,1,0,0,0,No,3
27,Female,Life Sciences,Divorced,Development,Technical Architect,Travel_Rarely,2,4,4,33,3,1,1,1,No,13,4,1,6,3,1,0,0,0,No,3
26,Male,Life Sciences,Single,Development,Technical Architect,Travel_Rarely,25,3,1,48,1,1,3,1,No,12,3,1,2,2,1,0,0,1,Yes,3
27,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,8,3,4,37,3,3,3,1,No,15,4,9,0,3,9,8,1,7,No,3
30,Female,Medical,Single,Development,Developer,Travel_Frequently,1,2,3,58,3,2,4,1,No,23,4,12,2,3,12,8,3,7,No,4
34,Male,Marketing,Single,Sales,Sales Executive,Non-Travel,23,4,2,72,3,2,3,0,No,20,3,10,2,3,9,5,8,7,No,2
37,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,19,2,2,73,3,1,2,4,No,21,1,8,1,3,1,0,0,0,No,4
46,Male,Marketing,Single,Sales,Sales Executive,Travel_Frequently,5,4,1,98,3,2,4,4,Yes,21,3,14,4,3,9,6,0,8,No,3
35,Male,Life Sciences,Married,Development,Technical Architect,Travel_Rarely,8,1,4,36,4,1,4,1,No,19,4,1,2,3,1,0,0,1,No,3
48,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1,2,1,98,2,3,3,9,Yes,13,4,23,2,3,1,0,0,0,Yes,3
28,Male,Technical Degree,Single,Development,Technical Architect,Travel_Rarely,5,4,3,50,3,1,3,1,Yes,13,3,2,3,2,2,2,2,2,Yes,3
44,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,1,5,2,75,3,2,1,5,Yes,21,3,9,2,2,4,3,1,3,No,2
35,Male,Medical,Married,Development,Technical Architect,Non-Travel,11,2,3,79,2,3,1,2,Yes,13,3,10,3,3,4,0,2,3,No,3
26,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,23,3,3,47,2,2,4,7,Yes,19,3,5,2,2,2,2,0,0,No,3
33,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,1,2,1,98,3,3,4,1,Yes,12,3,15,1,3,15,14,8,12,No,2
35,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,18,5,2,71,3,3,1,1,No,22,4,9,3,2,9,8,1,8,No,2
35,Female,Medical,Married,Development,Business Analyst,Travel_Rarely,23,4,3,30,3,1,1,3,Yes,15,3,4,3,3,2,2,2,2,No,3
31,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,7,4,4,48,3,2,4,3,No,22,4,10,3,2,7,7,1,7,No,4
37,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,1,4,1,51,2,2,3,1,No,18,3,7,2,4,7,5,0,7,No,3
32,Male,Medical,Married,Development,Developer,Travel_Rarely,1,3,1,33,3,2,4,1,Yes,22,2,9,3,3,9,8,7,8,No,3
38,Female,Life Sciences,Single,Development,Developer,Travel_Frequently,29,5,4,50,3,2,4,1,No,11,4,10,2,3,10,3,9,9,No,3
50,Female,Medical,Divorced,Development,Developer,Travel_Rarely,7,2,2,43,2,5,3,5,Yes,12,4,29,2,2,27,3,13,8,No,3
59,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,25,3,1,99,3,3,1,7,No,11,4,28,3,2,21,16,7,9,No,2
36,Female,Technical Degree,Divorced,Development,Business Analyst,Travel_Rarely,8,3,3,59,3,3,3,1,No,13,2,17,2,3,17,14,12,8,No,3
36,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,11,3,2,95,2,2,2,1,No,13,3,6,3,3,6,5,0,3,No,4
45,Male,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,7,3,2,59,3,3,1,2,No,17,3,25,2,3,1,0,0,0,No,3
35,Male,Medical,Married,Development,Developer,Travel_Frequently,1,3,2,79,3,1,1,4,No,13,4,5,2,2,3,2,1,2,No,3
36,Male,Medical,Married,Development,Developer,Travel_Rarely,9,3,4,79,2,1,3,0,Yes,17,1,2,0,2,1,0,0,0,Yes,3
29,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,2,3,3,76,3,1,2,0,No,23,4,6,3,3,5,4,0,4,No,4
31,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1,4,3,87,3,1,2,1,No,17,2,1,4,3,1,1,1,0,No,3
32,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,3,2,66,3,2,2,1,No,17,2,10,3,3,10,4,0,9,No,3
36,Female,Life Sciences,Married,Development,Developer,Travel_Rarely,6,3,2,55,4,1,4,3,No,12,2,5,3,3,1,0,0,0,No,3
31,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,8,4,3,61,3,2,4,1,No,23,4,11,2,3,11,7,1,8,No,4
35,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,1,4,3,32,2,2,1,0,No,14,2,16,2,3,15,13,2,8,No,3
46,Male,Medical,Divorced,Human Resources,Human Resources,Travel_Rarely,5,2,2,80,3,2,2,8,Yes,22,4,16,2,3,4,2,0,2,No,3
30,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,1,1,4,55,2,2,4,1,Yes,12,3,10,1,2,10,8,3,0,No,3
35,Male,Medical,Single,Development,Business Analyst,Travel_Rarely,1,3,2,30,2,1,3,1,No,18,1,6,3,3,6,4,0,4,No,3
55,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,1,2,1,70,3,3,4,3,No,14,4,24,4,3,1,0,1,0,No,3
38,Female,Medical,Divorced,Development,Developer,Non-Travel,6,3,2,79,1,2,4,7,Yes,12,4,17,3,3,13,11,1,9,No,3
34,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,1,2,1,94,3,2,2,1,No,15,3,5,2,3,5,2,1,3,No,3
23,Male,Technical Degree,Divorced,Sales,Sales Representative,Travel_Rarely,2,1,3,62,3,1,1,3,No,13,3,3,3,3,0,0,0,0,No,3
30,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,2,3,3,99,2,2,4,1,No,19,1,11,3,3,11,10,10,8,No,3
46,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,9,2,3,64,2,3,4,1,No,16,4,9,3,3,9,8,4,7,Yes,3
40,Male,Life Sciences,Married,Development,Developer,Travel_Frequently,1,4,3,78,2,4,2,1,No,22,4,22,3,2,22,3,11,11,No,4
51,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,21,4,3,71,3,2,4,0,Yes,22,4,11,2,1,10,7,1,0,No,3
30,Female,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,4,2,3,63,2,2,2,1,Yes,12,2,11,4,2,11,8,2,7,No,3
46,Male,Medical,Married,Development,Developer,Travel_Frequently,1,3,3,40,2,3,1,2,Yes,13,3,21,5,2,10,9,9,5,No,3
32,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,6,4,2,87,3,2,3,1,No,16,1,12,0,3,11,8,5,7,No,2
24,Female,Other,Married,Sales,Sales Executive,Travel_Rarely,3,2,1,33,3,2,3,0,No,21,1,4,2,2,3,2,0,2,No,3
28,Male,Medical,Married,Sales,Sales Executive,Non-Travel,4,3,2,43,3,2,3,1,No,15,2,5,3,4,5,4,0,4,No,4
58,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10,4,4,37,3,4,3,0,No,13,3,38,1,2,37,10,1,8,No,3
44,Male,Medical,Married,Development,Developer,Non-Travel,23,3,2,67,3,2,2,4,No,12,3,17,3,4,3,2,1,2,No,3
37,Male,Human Resources,Divorced,Human Resources,Human Resources,Travel_Rarely,6,4,3,63,3,1,1,4,Yes,22,4,7,3,3,3,2,0,2,Yes,4
32,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,1,1,4,71,3,1,1,1,No,13,4,1,2,3,1,0,0,0,No,3
34,Female,Other,Single,Development,Developer,Travel_Rarely,6,4,1,41,3,2,3,1,No,14,3,16,3,3,16,13,2,10,No,3
37,Male,Life Sciences,Divorced,Development,Business Analyst,Non-Travel,2,2,3,100,2,2,4,5,No,14,4,17,2,4,1,0,0,0,No,3
50,Female,Life Sciences,Married,Development,Business Analyst,Travel_Frequently,1,3,1,73,3,5,2,3,Yes,19,1,28,1,2,8,3,0,7,No,3
25,Male,Marketing,Single,Sales,Sales Executive,Travel_Rarely,5,3,3,46,2,2,3,1,Yes,11,4,6,1,3,6,4,0,3,Yes,3
25,Male,Medical,Married,Development,Business Analyst,Travel_Rarely,7,1,4,64,2,1,4,1,No,11,3,2,2,3,2,2,2,1,No,3
22,Female,Medical,Single,Development,Developer,Travel_Rarely,15,3,2,59,3,1,4,1,No,15,3,1,5,3,0,0,0,0,No,3
34,Male,Life Sciences,Single,Development,Developer,Travel_Frequently,7,3,1,66,1,2,3,1,Yes,24,4,9,3,3,9,7,0,6,Yes,4
54,Female,Human Resources,Single,Human Resources,Manager,Non-Travel,26,3,4,30,4,4,4,2,Yes,12,3,23,3,3,5,3,4,4,No,3
24,Male,Life Sciences,Married,Development,Business Analyst,Travel_Rarely,18,1,2,52,3,1,3,0,No,12,3,6,2,3,5,3,1,2,No,3
34,Female,Life Sciences,Divorced,Development,Business Analyst,Travel_Rarely,6,4,3,45,2,2,2,6,No,15,3,12,3,3,1,0,0,0,No,3
37,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,3,3,87,3,3,4,2,No,12,1,12,3,3,5,3,1,3,No,3
34,Female,Medical,Single,Development,Business Analyst,Travel_Rarely,5,3,3,45,2,3,1,2,No,12,4,14,6,3,11,10,5,8,No,3
36,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,3,2,1,39,3,1,4,5,No,22,1,7,2,3,1,0,0,0,No,4
43,Male,Life Sciences,Married,Sales,Manager,Travel_Frequently,26,2,3,92,3,4,4,1,Yes,12,4,25,3,4,25,12,4,12,No,3
33,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,22,2,3,95,3,2,2,0,No,13,1,8,2,4,7,7,0,7,No,3
51,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6,3,1,51,3,5,3,7,No,13,3,23,5,3,20,18,15,15,No,3
31,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,6,4,2,76,1,2,3,4,Yes,18,2,12,3,2,7,7,7,7,Yes,2
26,Female,Other,Married,Development,Developer,Travel_Rarely,6,3,3,46,2,1,2,1,No,19,3,5,3,2,5,4,4,3,No,3
58,Female,Medical,Married,Development,Developer,Travel_Rarely,23,4,4,94,3,3,4,1,No,12,4,40,3,2,40,10,15,6,Yes,3
19,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,22,1,4,50,3,1,3,1,Yes,19,4,0,2,2,0,0,0,0,Yes,3
22,Male,Technical Degree,Married,Development,Developer,Travel_Rarely,2,1,3,100,3,1,4,0,No,14,3,3,2,3,2,1,2,1,No,3
49,Female,Medical,Married,Development,Developer,Travel_Rarely,20,4,3,96,3,2,1,1,No,14,3,16,2,2,15,11,5,11,No,3
43,Female,Medical,Single,Development,Developer,Travel_Frequently,28,3,2,72,4,1,3,4,No,12,4,18,2,3,3,2,1,2,No,3
50,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,12,3,3,77,3,3,4,4,No,11,4,16,3,3,2,2,2,1,No,3
31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,20,3,2,71,1,2,3,3,Yes,11,3,4,2,3,2,2,2,2,Yes,2
41,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,9,1,3,96,3,3,3,3,Yes,13,3,12,2,3,9,7,0,7,No,3
26,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,25,1,3,61,3,1,3,1,No,23,4,8,3,3,8,7,5,7,No,4
36,Male,Medical,Divorced,Development,Developer,Travel_Rarely,6,2,2,84,3,2,2,6,No,20,4,7,0,3,3,2,0,1,No,3
51,Male,Life Sciences,Single,Development,Business Analyst,Travel_Frequently,8,4,1,53,1,3,4,2,No,15,4,18,2,3,4,2,0,3,Yes,4
25,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,28,3,1,41,2,2,3,2,No,18,4,6,3,3,2,2,2,2,No,2
30,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,9,3,3,48,3,2,4,0,Yes,19,4,12,2,1,11,9,4,7,No,3
45,Male,Medical,Single,Development,Technical Lead,Travel_Rarely,29,3,3,83,3,1,4,5,No,13,2,9,2,2,6,5,0,3,No,3
38,Female,Technical Degree,Single,Development,Developer,Travel_Rarely,3,5,4,32,3,2,3,3,Yes,20,2,19,2,3,3,2,2,2,No,4
30,Female,Life Sciences,Single,Development,Developer,Travel_Rarely,18,3,1,75,3,1,3,1,No,14,3,5,4,2,5,4,0,4,No,3
30,Female,Technical Degree,Divorced,Development,Developer,Travel_Rarely,5,3,4,84,3,1,1,5,No,14,4,8,3,3,3,2,2,2,No,3
41,Male,Life Sciences,Married,Development,Developer,Travel_Rarely,9,4,3,94,3,1,1,2,No,21,4,7,2,3,5,0,1,4,No,4
19,Female,Medical,Single,Development,Technical Lead,Travel_Rarely,3,1,2,79,3,1,2,1,No,14,4,1,3,3,1,0,0,0,No,3
35,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,1,5,3,94,3,3,2,1,No,13,1,10,3,3,10,8,0,6,No,3
53,Male,Marketing,Married,Sales,Sales Representative,Travel_Rarely,6,2,2,34,3,2,3,2,Yes,20,4,13,3,1,7,7,4,5,No,2
45,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,9,3,2,60,3,2,2,8,No,18,3,20,2,1,17,9,0,15,No,3
32,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,8,3,2,43,3,3,4,1,No,14,4,9,2,3,9,8,3,7,No,2
29,Male,Technical Degree,Married,Development,Technical Lead,Non-Travel,1,1,4,41,3,2,3,1,No,13,1,10,1,3,10,7,0,9,No,3
58,Female,Medical,Married,Development,Technical Lead,Travel_Rarely,9,3,2,75,2,1,2,4,Yes,20,2,9,3,2,1,0,0,0,No,4
40,Male,Marketing,Married,Sales,Sales Executive,Travel_Rarely,4,4,3,67,2,3,4,7,No,11,1,15,2,2,12,11,2,11,No,3
34,Female,Marketing,Married,Sales,Sales Representative,Travel_Frequently,2,4,3,75,3,1,3,6,No,18,4,6,3,3,4,3,1,2,No,3
27,Male,Medical,Divorced,Development,Developer,Non-Travel,9,3,4,57,3,1,2,6,No,18,4,6,1,1,2,2,2,2,No,3
28,Male,Medical,Married,Development,Developer,Travel_Rarely,21,3,3,42,3,1,4,1,No,11,3,5,2,1,5,2,0,2,No,3
57,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,24,2,3,83,4,3,4,3,Yes,16,2,12,2,1,5,3,1,4,No,3
27,Male,Medical,Divorced,Development,Technical Lead,Non-Travel,3,3,3,79,2,1,3,1,Yes,15,4,1,2,2,1,1,0,1,No,3
50,Female,Life Sciences,Single,Development,Technical Lead,Travel_Rarely,11,3,3,53,3,5,2,3,No,15,2,21,5,3,5,4,4,4,No,3
41,Male,Life Sciences,Divorced,Development,Developer,Travel_Rarely,14,3,1,56,3,1,3,4,No,12,1,13,2,3,9,8,1,8,No,3
30,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,3,2,41,3,3,4,2,No,12,3,12,2,3,10,9,7,4,No,2
38,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,4,1,59,2,2,4,4,No,22,3,12,2,4,8,3,0,7,No,4
32,Male,Life Sciences,Single,Development,Developer,Travel_Rarely,6,5,3,43,3,1,3,3,No,20,1,8,2,3,5,4,1,4,No,4
27,Male,Technical Degree,Married,Development,Technical Lead,Travel_Rarely,17,3,3,51,3,1,2,0,Yes,16,4,6,3,2,5,2,1,1,No,3
19,Female,Technical Degree,Single,Sales,Sales Representative,Travel_Frequently,1,1,3,100,1,1,1,0,No,21,1,1,5,4,0,0,0,0,Yes,4
36,Male,Medical,Single,Development,Technical Lead,Travel_Frequently,3,2,4,30,3,1,2,4,No,12,3,13,3,2,8,7,7,2,No,3
30,Male,Medical,Divorced,Development,Developer,Non-Travel,9,3,3,66,3,2,1,1,No,11,3,12,4,3,12,9,6,10,No,3
45,Female,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,4,2,3,30,3,2,1,4,Yes,11,1,9,3,4,5,4,0,3,No,3
56,Female,Life Sciences,Divorced,Development,Developer,Travel_Rarely,8,3,3,67,3,1,1,4,Yes,18,3,19,3,3,2,2,2,2,No,3
